semel_yevuan,shem_yevuan,sug_degem,tozeret_cd,tozeret_nm,degem_cd,degem_nm,shnat_yitzur,mehir,kinuy_mishari
354,"ידידיה ובניו בע""מ",P,143,ב מ וו גרמניה,1006,JA91,2019,340000,530E I PER
309,"רפי ורפאל מוסכים בע""מ",P,143,ב מ וו גרמניה,1118,JP91,2019,295900,530E XDRIVE I P
309,"רפי ורפאל מוסכים בע""מ",P,143,ב מ וו גרמניה,1118,JP91,2020,295900,530E XDRIVE I P
325,"ש. גרנות הולדינגס בע""מ",P,143,ב מ וו גרמניה,1386,13AR,2021,410000,M440I XDRIVE
325,"ש. גרנות הולדינגס בע""מ",P,143,ב מ וו גרמניה,877,JA91,2019,370000,530E I  PER
386,"ידידיה סחר בע""מ",P,143,ב מ וו גרמניה,882,JA91,2019,423000,530E I PER
614,"קאר-אל שיווק בע""מ",P,143,ב מ וו גרמניה,1437,2U73,2021,550000,M2
343,"מ.ז דיזל מימון וסחר בע""מ",P,143,ב מ וו גרמניה,1447,5P91,2021,340000,330E XDRIVE
691,"ר.ש. פרימיום לקשרי מוטורס בע""מ",P,143,ב מ וו גרמניה,1484,33AZ,2021,730000,M4 COMPETITION
474,"חן מוטורס בע""מ",M,885,קיה קוריאה,1,SJX76A,2019,155000,K2500
474,"חן מוטורס בע""מ",M,885,קיה קוריאה,1,SJX76A,2020,189900,K2500
104,טל - קאר,M,885,קיה קוריאה,4,PH81BD,2020,289900,SORENTO
104,טל - קאר,M,885,קיה קוריאה,4,PH81BD,2019,283900,SORENTO
104,טל - קאר,M,885,קיה קוריאה,4,PH81BD,2018,275900,SORENTO
104,טל - קאר,M,885,קיה קוריאה,80,PH81BD,2018,275900,SORENTO
413,"יזראל ספיישל פורסס בע""מ",M,869,"קרייזלר ארה""ב",3,JJTBG,2020,470000,JEEP GLADIATOR
413,"יזראל ספיישל פורסס בע""מ",M,869,"קרייזלר ארה""ב",3,JJTBG,2019,430000,JEEP GLADIATOR
413,"יזראל ספיישל פורסס בע""מ",M,869,"קרייזלר ארה""ב",5,JJTBG,2019,430000,JEEP GLADIATOR
413,"יזראל ספיישל פורסס בע""מ",M,869,"קרייזלר ארה""ב",5,JJTBG,2020,479500,JEEP GLADIATOR
541,"גיא מאור בע""מ",M,869,"קרייזלר ארה""ב",61,JTAG,2021,270000,JEEP GLADIATOR
104,טל - קאר,M,416,קיה סלובקיה,20,PK816H,2016,184900,SPORTAGE
104,טל - קאר,M,416,קיה סלובקיה,50,PK816H,2018,186900,SPORTAGE
104,טל - קאר,M,416,קיה סלובקיה,50,PK816H,2017,186900,SPORTAGE
104,טל - קאר,M,416,קיה סלובקיה,50,PK816H,2019,186900,SPORTAGE
343,"מ.ז דיזל מימון וסחר בע""מ",P,143,ב מ וו גרמניה,2621,JA91,2018,430000,530E IPERFORMAN
296,"אמיליה קארס בע""מ",P,143,ב מ וו גרמניה,2791,7J01,2018,665800,740LE IPERFORMA
343,"מ.ז דיזל מימון וסחר בע""מ",P,143,ב מ וו גרמניה,918,7D01,2019,400000,740E I PER
244,"אוטופוינט בע""מ",P,143,ב מ וו גרמניה,919,7D01,2019,450000,740E IPERFORMAN
309,"רפי ורפאל מוסכים בע""מ",P,143,ב מ וו גרמניה,963,JA91,2019,290000,530E I PER
128,יוניון מוטורס,P,430,טויוטה אנגליה,107,ZWE211L-DWXDBW,2020,136900,COROLLA TS HSD
128,יוניון מוטורס,P,430,טויוטה אנגליה,107,ZWE211L-DWXDBW,2019,136900,COROLLA TS HSD
128,יוניון מוטורס,P,430,טויוטה אנגליה,110,ZWE211L-DWXNBW,2021,141900,COROLLA TS HSD
128,יוניון מוטורס,P,430,טויוטה אנגליה,110,ZWE211L-DWXNBW,2020,139900,COROLLA TS HSD
128,יוניון מוטורס,P,430,טויוטה אנגליה,23,ZRE185L-DHXNPW,2017,128900,AURIS
128,יוניון מוטורס,P,430,טויוטה אנגליה,23,ZRE185L-DHXNPW,2016,128900,AURIS
128,יוניון מוטורס,P,430,טויוטה אנגליה,36,ZWE186L-DHXNBW,2017,135900,AURIS HYBRID
128,יוניון מוטורס,P,430,טויוטה אנגליה,36,ZWE186L-DHXNBW,2016,135900,AURIS HYBRID
128,יוניון מוטורס,M,413,טויוטה יפן,104,GDJ155L-GJTEYW,2020,299000,LAND CRUISER
128,יוניון מוטורס,M,413,טויוטה יפן,104,GDJ155L-GJTEYW,2019,299000,LAND CRUISER
128,יוניון מוטורס,M,413,טויוטה יפן,112,KDJ150L-GKAEYW,2016,349900,LAND CRUISER
128,יוניון מוטורס,P,404,לקסוס יפן,114,GGL25L-AWZGBW,2017,480000,LEXUS RX350
128,יוניון מוטורס,P,404,לקסוס יפן,114,GGL25L-AWZGBW,2018,438000,LEXUS RX350
128,יוניון מוטורס,P,404,לקסוס יפן,117,AGZ10L-AWTLTW,2017,299000,LEXUS NX200T
128,יוניון מוטורס,P,404,לקסוס יפן,130,ZWA10L-AHXBBW,2017,167000,LEXUS CT200H
128,יוניון מוטורס,P,404,לקסוס יפן,130,ZWA10L-AHXBBW,2018,167000,LEXUS CT200H
128,יוניון מוטורס,P,404,לקסוס יפן,132,ZWA10L-AHXBBW,2018,182000,LEXUS CT200H
128,יוניון מוטורס,P,404,לקסוס יפן,132,ZWA10L-AHXBBW,2017,182000,LEXUS CT200H
128,יוניון מוטורס,P,404,לקסוס יפן,148,ZWA10L-AHXEBW,2018,149900,LEXUS CT200H
128,יוניון מוטורס,P,404,לקסוס יפן,149,ASC10L-RCZLZW,2019,325000,LEXUS RC300
128,יוניון מוטורס,P,404,לקסוס יפן,149,ASC10L-RCZLZW,2018,325000,LEXUS RC300
128,יוניון מוטורס,P,404,לקסוס יפן,155,AGZ10L-AWTLTW,2018,285000,LEXUS NX300
128,יוניון מוטורס,P,404,לקסוס יפן,155,AGZ10L-AWTLTW,2019,285000,LEXUS NX300
128,יוניון מוטורס,P,404,לקסוס יפן,158,AYZ15L-AWXLBW,2018,330000,LEXUS NX300H
128,יוניון מוטורס,P,404,לקסוס יפן,162,AYZ10L-AWXLBW,2018,275000,LEXUS NX300H
128,יוניון מוטורס,P,404,לקסוס יפן,174,AVE30L-AEXLHW,2020,229000,LEXUS IS300H
128,יוניון מוטורס,P,404,לקסוס יפן,174,AVE30L-AEXLHW,2019,229000,LEXUS IS300H
128,יוניון מוטורס,P,404,לקסוס יפן,209,AGL25L-AWTGZW,2021,379900,LEXUS RX300
128,יוניון מוטורס,P,404,לקסוס יפן,219,AYZ15L-AWXLBW,2020,332900,LEXUS NX300H
128,יוניון מוטורס,P,404,לקסוס יפן,219,AYZ15L-AWXLBW,2021,332900,LEXUS NX300H
128,יוניון מוטורס,P,404,לקסוס יפן,226,GYL25L-AWXGBW,2020,499900,LEXUS RX450H
128,יוניון מוטורס,P,404,לקסוס יפן,226,GYL25L-AWXGBW,2021,499900,LEXUS RX450H
128,יוניון מוטורס,P,404,לקסוס יפן,229,GVF55L-AEVGHW,2020,830000,LEXUS LS500H
128,יוניון מוטורס,P,404,לקסוס יפן,240,MZAH10L-AWXBBW,2020,235000,LEXUS UX250H
128,יוניון מוטורס,P,404,לקסוס יפן,240,MZAH10L-AWXBBW,2021,234900,LEXUS UX250H
128,יוניון מוטורס,P,404,לקסוס יפן,54,ZWA10L-AHXBBW,2016,180500,LEXUS CT200H
128,יוניון מוטורס,P,404,לקסוס יפן,57,GWL10L-BEXQBW,2016,446000,LEXUS GS450H
128,יוניון מוטורס,P,404,לקסוס יפן,59,AGZ10L-AWTLTW,2017,299000,LEXUS NX200T
128,יוניון מוטורס,P,404,לקסוס יפן,59,AGZ10L-AWTLTW,2016,296000,LEXUS NX200T
128,יוניון מוטורס,P,404,לקסוס יפן,60,AGZ15L-AWTLTW,2016,326000,LEXUS NX200T
128,יוניון מוטורס,P,404,לקסוס יפן,60,AGZ15L-AWTLTW,2017,324000,LEXUS NX200T
128,יוניון מוטורס,P,404,לקסוס יפן,84,GWL10L-BEXQBW,2017,440000,LEXUS GS450H
128,יוניון מוטורס,P,404,לקסוס יפן,84,GWL10L-BEXQBW,2016,445000,LEXUS GS450H
128,יוניון מוטורס,P,404,לקסוס יפן,85,GWL10L-BEXQBW,2017,470000,LEXUS GS450H
128,יוניון מוטורס,P,404,לקסוס יפן,85,GWL10L-BEXQBW,2016,470000,LEXUS GS450H
128,יוניון מוטורס,P,413,טויוטה יפן,104,ZSA44L-ANXXPW,2017,174900,RAV 4
128,יוניון מוטורס,P,413,טויוטה יפן,104,ZSA44L-ANXXPW,2018,169900,RAV 4
128,יוניון מוטורס,P,413,טויוטה יפן,104,ZSA44L-ANXXPW,2016,169900,RAV 4
128,יוניון מוטורס,P,413,טויוטה יפן,106,GDJ155L-GJTEYW,2018,299000,LAND CRUISER
128,יוניון מוטורס,P,413,טויוטה יפן,106,GDJ155L-GJTEYW,2016,299900,LAND CRUISER
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,839,8VKCGG,2018,234400,A3
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,858,F5ACAY,2018,463800,A5
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,859,8VFS2Y,2018,331000,S3
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,859,8VFS2Y,2019,331000,S3
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,866,4N80DA,2018,779000,A8 LONG
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,866,4N80DA,2019,779000,A8 LONG
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,869,8W2BAY,2018,336700,A4
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,873,8VFAZG,2018,188300,A3 SPORTBACK
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,873,8VFAZG,2019,189200,A3 SPORTBACK
110,"צ'מפיון מוטורס בע""מ",P,19,אאודי,368,8RB07A,2016,414400,Q5
186,"אוטוארט)אי.אל(בע""מ",P,349,אסטון מרטין,11,VH2 SC,2017,1035000,VANTAGE
186,"אוטוארט)אי.אל(בע""מ",P,349,אסטון מרטין,11,VH2 SC,2016,1129000,VANTAGE
186,"אוטוארט)אי.אל(בע""מ",P,349,אסטון מרטין,2,VH2 SC,2016,1213000,VANTAGE
186,"אוטוארט)אי.אל(בע""מ",P,349,אסטון מרטין,2,VH2 SC,2017,1213000,VANTAGE
110,"צ'מפיון מוטורס בע""מ",M,676,סקודה צ'כיה,26,3V3RWZ,2020,273990,SUPERB FL
110,"צ'מפיון מוטורס בע""מ",M,676,סקודה צ'כיה,26,3V3RWZ,2021,273990,SUPERB FL
110,"צ'מפיון מוטורס בע""מ",P,778,סיאט ספרד,164,5F55DZ,2016,158500,LEON
110,"צ'מפיון מוטורס בע""מ",P,778,סיאט ספרד,172,5F12WZ,2016,125800,LEON
110,"צ'מפיון מוטורס בע""מ",P,778,סיאט ספרד,172,5F12WZ,2017,125800,LEON
134,קבוצת עמק איילון,P,593,מרצדס בנץ גרמנ,1012,253.954,2018,402000,GLC 350 E
401,סבח מוצרי תעבורה,P,593,מרצדס בנץ גרמנ,1110,222.186,2020,600000,S 560 4MATIC
401,סבח מוצרי תעבורה,P,593,מרצדס בנץ גרמנ,1110,222.186,2019,740000,S 560 4MATIC
134,קבוצת עמק איילון,P,593,מרצדס בנץ גרמנ,1158,213.042,2018,454850,E 200
134,קבוצת עמק איילון,P,593,מרצדס בנץ גרמנ,1158,213.042,2019,434000,E 200
134,קבוצת עמק איילון,P,593,מרצדס בנץ גרמנ,1186,213.013,2019,445000,E 200D
375,אילן בן דוד,P,593,מרצדס בנץ גרמנ,2721,253.954,2018,320000,GLC350E 4 MATIC
442,"אוטו חן בע""מ )יבואן זעיר(",P,593,מרצדס בנץ גרמנ,1192,213.053,2019,450000,E300E
442,"אוטו חן בע""מ )יבואן זעיר(",P,593,מרצדס בנץ גרמנ,1192,213.053,2020,450000,E300E
316,מרצי טל,P,593,מרצדס בנץ גרמנ,1207,238.368,2019,555000,E450 4M COUPE
272,"כ.פ עומר קאר בע""מ",P,593,מרצדס בנץ גרמנ,1232,222.173,2020,890000,S560 E
272,"כ.פ עומר קאר בע""מ",P,593,מרצדס בנץ גרמנ,1232,222.173,2019,890000,S560 E
590,אשכנזי שלמה,P,593,מרצדס בנץ גרמנ,1786,222.173,2020,570000,S560 E
590,אשכנזי שלמה,P,593,מרצדס בנץ גרמנ,1786,222.173,2021,570000,S560 E
486,אלכסנדר חאיט,P,593,מרצדס בנץ גרמנ,1825,222.173,2021,550000,S560 E
486,אלכסנדר חאיט,P,593,מרצדס בנץ גרמנ,1825,222.173,2020,550000,S560 E
361,"ידידיה תעשיות ונכסים בע""מ",P,593,מרצדס בנץ גרמנ,1320,222.173,2019,570000,S560 E
361,"ידידיה תעשיות ונכסים בע""מ",P,593,מרצדס בנץ גרמנ,1320,222.173,2020,570000,S560 E
484,"כלמוביל בע""מ",P,593,מרצדס בנץ גרמנ,1365,213.053,2019,420000,E300 E
484,"כלמוביל בע""מ",P,593,מרצדס בנץ גרמנ,1365,213.053,2020,420000,E300 E
110,"צ'מפיון מוטורס בע""מ",M,21,אאודי סלובקיה,11,4L-4MB0E1,2016,606700,Q7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,99,4L-4MB0E1,2016,671300,Q7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,99,4L-4MB0E1,2018,671300,Q7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,99,4L-4MB0E1,2017,671300,Q7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,102,4L-4MB0E1,2016,630400,Q7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,102,4L-4MB0E1,2017,630400,Q7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,112,4L-4MBSU1,2017,911100,SQ7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,116,4MB0E1,2018,635700,Q7
110,"צ'מפיון מוטורס בע""מ",P,21,אאודי סלובקיה,116,4MB0E1,2017,635700,Q7
513,עמוס אבטליון,P,488,"טויוטה ארה""ב",146,B21HK4,2021,190000,HYBRID CAMRY
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",156,AXXH50L AEXPBA,2021,350000,AVALON HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",156,AXXH50L AEXPBA,2020,350000,AVALON HYBRID
103,חברת המזרח,M,941,רובר אנגליה,4,LDHM,2016,399000,DEFNDER
647,אביב זייתון,P,21,אאודי סלובקיה,169,4MN0N2,2021,580000,Q8
698,יצחק אדרי,P,21,אאודי סלובקיה,170,4MNRV2,2021,880000,RS Q8
501,"קי-דאן ניהול והשקעות בע""מ",P,239,"ג'יפ ארה""ב",115,JXSJ,2021,620000,WRANGLER UNLIM
443,"נ.ק. שחר השקעות )7002( בע""מ",P,239,"ג'יפ ארה""ב",56,JXFG,2021,340000,WRANGLER UNLIM
656,"חן מוטורס בע""מ",P,239,"ג'יפ ארה""ב",58,UNLIMITED,2021,410000,WRANGLER
656,"חן מוטורס בע""מ",P,239,"ג'יפ ארה""ב",64,UNLIMITED,2021,300000,WRENGLER
443,"נ.ק. שחר השקעות )7002( בע""מ",P,1207,מרצדס בנץ ד.אפ,12,205.053,2021,280000,C300 E
495,"ישראל צ'יינה א.וי. מוטורס בע""מ",P,1331,אל אי וי סי,2,ET34K,2021,300000,VN5
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,54,3E7E,2021,189904,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,57,3E7E,2021,243563,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,60,3E7E,2021,192041,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,70,3E7E,2021,234943,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,71,3E7E,2021,299994,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,85,3E7E,2021,306115,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,91,3E7E,2021,285103,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,94,3E7E,2021,228672,MODEL 3
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,341,"הונדה-ארה""ב",23,CV3F,2019,210000,ACCORD HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,341,"הונדה-ארה""ב",23,CV3F,2021,210000,ACCORD HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,341,"הונדה-ארה""ב",23,CV3F,2020,210000,ACCORD HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,341,"הונדה-ארה""ב",35,YF68,2020,359900,PILOT
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,341,"הונדה-ארה""ב",43,YF6H,2020,359900,PILOT
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,341,"הונדה-ארה""ב",45,ZE4F,2019,180000,HONDA INSIGHT
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,341,"הונדה-ארה""ב",48,RL6H,2020,350000,ODYSSEY
506,מור רפאל רפי,P,593,מרצדס בנץ גרמנ,1383,222.173,2020,650000,S560 E
506,מור רפאל רפי,P,593,מרצדס בנץ גרמנ,1383,222.173,2019,650000,S560 E
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",176,AXLH40L- PPXEHA,2021,310000,SIENNA
419,חיים דדשוב,P,488,"טויוטה ארה""ב",186,AXLH40L PPXEHA,2021,290000,SIENNA
481,חלפון יעקוב,P,488,"טויוטה ארה""ב",201,AXLH40L PPXEHA,2021,299000,SIENNA
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",229,USK65L-GKTLKA,2021,530000,SEQUOIA
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",54,AXVH7,2018,195000,CAMRY HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",54,AXVH7,2019,210000,CAMRY HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",57,AXXH50L,2018,260000,AVALON HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",57,AXXH50L,2019,260000,AVALON HYBRID
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",70,USK65L,2019,480000,SEQUOIA
103,חברת המזרח,P,465,יגואר,149,FA2BX,2020,357000,E-PACE
419,חיים דדשוב,P,143,ב מ וו גרמניה,1214,290.661,2020,770000,AMG GT53 4MATIC
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,105,3E7E,2021,290589,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,108,3E7E,2021,238077,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,126,3E7E,2021,237804,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,136,3E7E,2021,300235,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,138,3E7E,2021,306931,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1229,טסלה ארה''ב,140,3E7E,2021,310751,MODEL 3
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1197,205.001,2021,238400,C200 D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1197,205.001,2020,238400,C200 D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1226,177.184,2020,268900,A180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1226,177.184,2019,268900,A180
446,שחר סיני,P,593,מרצדס בנץ גרמנ,1234,213.053,2019,350000,E300 E
473,מרצי יצחק אייל,P,593,מרצדס בנץ גרמנ,1240,213.004,2019,180000,E220 D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1244,290.661,2020,1295000,AMG GT53 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1244,290.661,2019,1230000,AMG GT53 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1244,290.661,2021,1295000,AMG GT53 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1255,238.383,2020,598900,E300
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1255,238.383,2021,598900,E300
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1255,238.383,2019,593600,E300
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1256,253.38,2021,464900,GLC200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1256,253.38,2019,458900,GLC200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1256,253.38,2020,464900,GLC200
451,חן מרצי,P,593,מרצדס בנץ גרמנ,1282,213.016,2019,360000,E300 DE
451,חן מרצי,P,593,מרצדס בנץ גרמנ,1282,213.016,2020,375000,E300 DE
455,"וי 21 רכבי יוקרה בע""מ",P,593,מרצדס בנץ גרמנ,1752,177.086,2021,280000,A250 E
455,"וי 21 רכבי יוקרה בע""מ",P,593,מרצדס בנץ גרמנ,1752,177.086,2020,280000,A250 E
534,טל טויטו,P,593,מרצדס בנץ גרמנ,1827,177.186,2021,285000,A250 E
107,מאיר - חברה למכוניות ומשאיות,P,361,וולבו שוודיה,92,UZ68,2017,369900,XC60 D5
107,מאיר - חברה למכוניות ומשאיות,P,361,וולבו שוודיה,92,UZ68,2018,369900,XC60 D5
107,מאיר - חברה למכוניות ומשאיות,P,361,וולבו שוודיה,96,UZ25,2017,329900,XC60 T5
107,מאיר - חברה למכוניות ומשאיות,P,361,וולבו שוודיה,96,UZ25,2018,329900,XC60 T5
107,מאיר - חברה למכוניות ומשאיות,P,361,וולבו שוודיה,96,UZ25,2019,329900,XC60 T5
217,"ש.י.ר. - שלמה יבוא רכב בע""מ",P,33,אופל-גרמניה,27,GS6EU,2016,280400,INSIGNIA
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1032,253.389,2018,859900,AMG GLC63S
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1032,253.389,2019,859900,AMG GLC63S
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1034,177.084,2018,229900,A180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1034,177.084,2019,229900,A180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1034,177.084,2020,219900,A180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1037,238.461,2019,925000,AMG E53 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1037,238.461,2018,925000,AMG E53 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1045,257.359,2019,720000,CLS 450 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1045,257.359,2018,720000,CLS 450 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1045,257.359,2020,720000,CLS 450 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1048,238.348,2018,589900,E300
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1048,238.348,2019,589900,E300
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1052,257.35,2018,664900,CLS350
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1052,257.35,2019,664900,CLS350
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1052,257.35,2020,664900,CLS350
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1052,257.35,2021,684899,CLS350
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1064,222.173,2019,855000,S560E
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1064,222.173,2018,840000,S560E
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1064,222.173,2020,855000,S560E
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,1072,156.943,2020,294900,GLA200
105,יפנאוטו,P,650,סובארו יפן,354,GT7BLVL,2018,155990,XV
105,יפנאוטו,P,650,סובארו יפן,354,GT7BLVL,2019,159990,XV
105,יפנאוטו,P,650,סובארו יפן,389,ZC6GLE7,2018,239990,BRZ
105,יפנאוטו,P,650,סובארו יפן,418,BS9ELMC,2019,229990,OUTBACK
105,יפנאוטו,P,650,סובארו יפן,418,BS9ELMC,2020,229990,OUTBACK
105,יפנאוטו,P,650,סובארו יפן,422,SK9BY7L,2020,182990,FORESTER
105,יפנאוטו,P,650,סובארו יפן,422,SK9BY7L,2019,182990,FORESTER
105,יפנאוטו,P,650,סובארו יפן,422,SK9BY7L,2021,186900,FORESTER
105,יפנאוטו,P,650,סובארו יפן,426,SK9BYDL,2020,209990,FORESTER
105,יפנאוטו,P,650,סובארו יפן,439,GT7EYTL,2020,159900,XV
105,יפנאוטו,P,650,סובארו יפן,439,GT7EYTL,2021,162900,XV
105,יפנאוטו,P,650,סובארו יפן,464,BT9ALDL,2021,229900,OUTBACK
105,יפנאוטו,P,650,סובארו יפן,125,BS9ALHC,2016,199990,OUTBACK
105,יפנאוטו,P,650,סובארו יפן,134,GP3DLEC,2016,137990,XV
105,יפנאוטו,P,650,סובארו יפן,139,SJ5CL2A,2016,179990,FORESTER
105,יפנאוטו,P,650,סובארו יפן,142,SJ5CL7C,2016,214990,FORESTER
292,"אדר סאם מוטורס בע""מ",P,488,"טויוטה ארה""ב",71,AXVH70L-CEXNBA,2018,165000,CAMRY HYBRID
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,393,982,2020,500000,718 CAYMAN
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,419,982,2021,800000,718 BOXSTER GTS
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,423,Y1A,2021,1400000,TAYCAN 4S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,423,Y1A,2020,1400000,TAYCAN 4S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,428,992,2021,2000000,911 TURBO S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,429,982,2021,800000,718 CAYMAN GTS
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,430,982,2021,850000,718 CAYMAN GTS
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,434,992,2021,1350000,911 TARGA 4S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,446,982,2021,575000,718 CAYMAN
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,463,95B,2021,750000,MACAN GTS
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,494,971,2021,875000,PANAMERA 4 E-HY
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,122,95B,2016,563000,MACAN S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,178,982,2017,565000,718 BOXSTER S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,182,981,2017,793000,CAYMAN GT4
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,193,95B,2017,611000,MACAN S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,193,95B,2016,611000,MACAN S
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,198,95B,2016,698000,MACAN GTS
242,אורכיד ספורטס קארס,P,735,פורשה גרמניה,198,95B,2017,698000,MACAN GTS
